Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,TwoP,TwoPA,ThreeP,ThreePA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FGPercent,TwoPPercent,ThreePPercent,eFGPercent,FTPercent,TSPercent,WS,G,GS,MP,PER,ThreePAr,FTr,ORBPercent,DRBPercent,TRBPercent,ASTPercent,STLPercent,BLKPercent,TOVPercent,USGPercent,ORtg,DRtg,OWS,DWS,WS,WSperFortyEight,OBPM,DBPM,BPM,VORP
118,C.J. Watson,2014-15,30,IND,NBA,57,21,24.9,3.2,7.3,1.9,4.2,1.2,3.1,2.4,2.9,0.3,2.5,2.9,3.6,1,0.2,1.8,1.9,10,0.434,0.459,0.4,0.518,0.826,0.581,4,57,21,1422,15.4,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,110,104,2.2,1.8,4,0.135,1.4,0.1,1.5,1.3
119,Aron Baynes,2014-15,28,SAS,NBA,70,17,16,2.6,4.7,2.6,4.6,0,0.1,1.3,1.5,1.6,3,4.5,0.5,0.2,0.3,0.9,2.3,6.6,0.566,0.57,0.25,0.567,0.865,0.618,3.9,70,17,1122,15.9,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,116,103,2.3,1.6,3.9,0.166,-0.7,-0.2,-1,0.3
120,Jae Crowder,2014-15,24,TOT,NBA,82,17,20.1,2.8,6.6,2,4.1,0.7,2.5,1.3,1.7,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7,0.42,0.499,0.293,0.476,0.773,0.517,3.9,82,17,1647,13.9,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,108,104,1.9,2,3.9,0.113,-0.1,0.6,0.6,1.1
121,Danilo Gallinari,2014-15,26,DEN,NBA,59,27,24.2,3.9,9.6,2.1,4.5,1.8,5.1,2.9,3.2,0.5,3.2,3.7,1.4,0.8,0.3,1,1.6,12.4,0.401,0.453,0.355,0.496,0.895,0.563,3.9,59,27,1426,16.8,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8,21.5,114,109,3,1,3.9,0.132,2.3,-1.1,1.3,1.2
122,Darren Collison,2014-15,27,SAC,NBA,45,45,34.8,5.8,12.2,4.4,8.6,1.3,3.6,3.2,4.1,0.4,2.8,3.2,5.6,1.5,0.3,2.5,2.1,16.1,0.473,0.514,0.373,0.527,0.788,0.575,3.8,45,45,1565,17.5,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,112,110,3,0.8,3.8,0.116,2.8,-1.3,1.5,1.4
123,Kris Humphries,2014-15,29,WAS,NBA,64,17,21,3.3,7,3.3,6.9,0,0.1,1.4,1.8,1.8,4.7,6.5,0.9,0.5,0.4,0.7,2,8,0.473,0.481,0,0.473,0.744,0.512,3.8,64,17,1345,15.4,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,108,101,1.6,2.1,3.8,0.134,-2,0.7,-1.3,0.2
124,Michael Kidd-Gilchrist,2014-15,21,CHO,NBA,55,52,28.9,4.1,8.8,4.1,8.8,0,0,2.7,3.9,2,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9,0.465,0.465,,0.465,0.701,0.519,3.8,55,52,1587,15.1,0,0.444,7.4,21.9,14.4,8.2,1,1.9,9.9,18.4,106,103,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5
125,Cody Zeller,2014-15,22,CHO,NBA,62,45,24,2.8,6,2.8,6,0,0,2,2.6,1.6,4.3,5.8,1.6,0.5,0.8,1,2.5,7.6,0.461,0.46,1,0.462,0.774,0.53,3.8,62,45,1487,14.1,0.003,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,108,102,1.6,2.2,3.8,0.123,-2.1,2.5,0.4,0.9
126,Bradley Beal,2014-15,21,WAS,NBA,63,59,33.4,5.8,13.5,4.1,9.4,1.7,4.1,2.1,2.6,0.9,2.9,3.8,3.1,1.2,0.3,2,2.2,15.3,0.427,0.434,0.409,0.489,0.783,0.521,3.7,63,59,2107,14,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,102,105,1.3,2.4,3.7,0.085,0.5,-0.1,0.5,1.3
127,Manu Ginobili,2014-15,37,SAS,NBA,70,0,22.7,3.6,8.4,2.3,4.7,1.3,3.7,2.1,2.9,0.4,2.6,3,4.2,1,0.3,2.2,2,10.5,0.426,0.489,0.345,0.502,0.721,0.544,3.7,70,0,1587,16.2,0.438,0.346,2,12.8,7.5,28.6,2.2,0.9,18.5,23.9,103,102,1.4,2.3,3.7,0.111,1.4,0.3,1.7,1.5
128,J.R. Smith,2014-15,29,TOT,NBA,70,51,29.7,4.5,10.8,2.2,4.7,2.3,6.1,0.8,1,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1,0.417,0.462,0.383,0.525,0.75,0.538,3.7,70,51,2080,13.6,0.564,0.095,1.7,10.4,6,15.6,2.1,0.8,11,19.3,107,108,2.2,1.5,3.7,0.085,1.7,-1,0.7,1.4
129,Chris Andersen,2014-15,36,MIA,NBA,60,20,18.9,2,3.5,1.9,3.2,0.1,0.2,1.3,1.9,1.3,3.7,5,0.7,0.4,1,0.7,1.5,5.3,0.58,0.598,0.308,0.589,0.667,0.622,3.6,60,20,1132,16.1,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,121,103,2.1,1.5,3.6,0.151,-1.2,2.3,1,0.9
130,Trevor Booker,2014-15,27,UTA,NBA,79,5,19.8,2.9,5.9,2.5,4.8,0.4,1.1,1.1,1.9,1.8,3.3,5,1.1,0.5,0.5,1.1,1.8,7.2,0.487,0.518,0.345,0.518,0.581,0.536,3.6,79,5,1564,15.3,0.181,0.319,10.3,19,14.7,9,1.5,2.1,14.3,18.1,107,104,1.7,1.9,3.6,0.11,-0.6,0.7,0.2,0.9
131,Chris Bosh,2014-15,30,MIA,NBA,44,44,35.4,7.8,16.9,6.4,13.1,1.4,3.8,4.1,5.3,1,6,7,2.2,0.9,0.6,2.2,1.6,21.1,0.46,0.485,0.375,0.503,0.772,0.548,3.6,44,44,1556,19.8,0.226,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,106,106,2.1,1.5,3.6,0.111,1,-1,-0.1,0.8
132,Wilson Chandler,2014-15,27,DEN,NBA,78,75,31.7,5.4,12.5,3.6,7.3,1.8,5.2,1.4,1.8,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3,13.9,0.429,0.49,0.342,0.5,0.775,0.523,3.6,78,75,2471,13.2,0.416,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,104,109,2.1,1.5,3.6,0.071,0.5,-0.4,0.2,1.3
133,Jamal Crawford,2014-15,34,LAC,NBA,64,4,26.6,5.2,13.1,3.3,7.4,1.9,5.7,3.5,3.9,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,0.396,0.448,0.327,0.467,0.901,0.532,3.6,64,4,1703,16.6,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,106,109,2.5,1.2,3.6,0.102,1.7,-2.7,-1,0.4
134,Boris Diaw,2014-15,32,SAS,NBA,81,15,24.5,3.6,7.8,2.9,5.7,0.7,2.1,0.9,1.1,1,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,0.46,0.512,0.32,0.503,0.774,0.526,3.6,81,15,1984,12.7,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,103,105,1.3,2.3,3.6,0.088,-0.6,0.7,0.1,1.1
135,Monta Ellis,2014-15,29,DAL,NBA,80,80,33.7,7.5,16.9,6.5,13.4,1,3.6,2.9,3.8,0.4,2,2.4,4.1,1.9,0.3,2.5,2.5,18.9,0.445,0.487,0.285,0.475,0.752,0.509,3.6,80,80,2699,16.5,0.21,0.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,100,107,1.4,2.2,3.6,0.065,0.7,-0.7,-0.1,1.3
136,Gerald Henderson,2014-15,27,CHO,NBA,80,72,28.9,4.6,10.6,4.1,8.9,0.6,1.7,2.3,2.7,0.5,3,3.4,2.6,0.6,0.3,1.4,1.7,12.1,0.437,0.457,0.331,0.463,0.848,0.514,3.6,80,72,2315,13.2,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,102,106,1.3,2.3,3.6,0.074,-1.2,-0.4,-1.5,0.3
137,John Henson,2014-15,24,MIL,NBA,67,11,18.3,2.9,5.2,2.9,5.2,0,0,1.2,2,1.9,2.8,4.7,0.9,0.4,2,1.3,2.3,7,0.566,0.566,,0.566,0.569,0.578,3.6,67,11,1228,18,0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,106,98,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.5
138,Dwight Howard,2014-15,29,HOU,NBA,41,41,29.8,6.1,10.3,6.1,10.3,0,0,3.5,6.6,2.7,7.8,10.5,1.2,0.7,1.3,2.8,3.3,15.8,0.593,0.594,0.5,0.595,0.528,0.596,3.6,41,41,1223,19.2,0.005,0.641,10,28.9,19.5,7.3,1.1,3.4,17.5,23.3,105,100,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3
139,C.J. Miles,2014-15,27,IND,NBA,70,40,26.3,4.7,11.8,2.5,5.4,2.2,6.4,1.9,2.3,0.3,2.8,3.1,1.1,0.9,0.4,1,1.9,13.5,0.398,0.459,0.345,0.491,0.807,0.525,3.6,70,40,1841,14.1,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,103,104,1.3,2.3,3.6,0.093,1,-1.3,-0.3,0.8
140,Kelly Olynyk,2014-15,23,BOS,NBA,64,13,22.2,3.9,8.3,3,5.5,1,2.7,1.5,2.1,1.4,3.3,4.7,1.7,1,0.6,1.5,3.3,10.3,0.475,0.538,0.349,0.533,0.684,0.558,3.6,64,13,1423,15.9,0.331,0.258,7,16.5,11.7,12.2,2.3,2.1,14.3,21.1,105,102,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5
141,Amar'e Stoudemire,2014-15,32,TOT,NBA,59,15,21.1,4.6,8.3,4.6,8.2,0,0.1,2.3,3.2,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5,0.557,0.562,0,0.557,0.72,0.595,3.6,59,15,1245,20.3,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,112,107,2.6,1,3.6,0.138,-0.2,-1.3,-1.4,0.2
142,Jason Terry,2014-15,37,HOU,NBA,77,18,21.3,2.4,5.8,0.8,1.6,1.6,4.2,0.5,0.6,0.2,1.4,1.6,1.9,0.9,0.2,1,1.5,7,0.422,0.504,0.39,0.563,0.813,0.579,3.6,77,18,1641,11.4,0.724,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,112,106,2,1.5,3.6,0.104,0.3,-0.7,-0.4,0.7
143,Beno Udrih,2014-15,32,MEM,NBA,79,12,18.9,3.1,6.4,2.8,5.2,0.3,1.2,1.1,1.3,0.3,1.6,1.8,2.8,0.6,0.1,1.1,1.1,7.7,0.487,0.539,0.268,0.513,0.853,0.55,3.6,79,12,1494,15.4,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,108,105,2,1.6,3.6,0.115,0.2,-1,-0.8,0.5
144,Deron Williams,2014-15,30,BRK,NBA,68,55,31.1,4.4,11.3,3.1,7.9,1.3,3.5,3,3.5,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3,13,0.387,0.395,0.367,0.443,0.834,0.504,3.6,68,55,2114,15.7,0.307,0.313,1.5,11,6.3,33.7,1.6,0.6,14.9,22.3,105,109,2.3,1.3,3.6,0.083,1.3,-1.2,0.1,1.1
145,Ryan Anderson,2014-15,26,NOP,NBA,61,5,27.5,4.8,12,2.8,6.1,2,5.9,2.1,2.5,1.8,3.1,4.8,0.9,0.5,0.3,1,1.9,13.7,0.399,0.457,0.34,0.483,0.854,0.524,3.5,61,5,1675,15.6,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,109,110,2.6,0.9,3.5,0.1,2,-3.1,-1.1,0.4
146,Patrick Beverley,2014-15,26,HOU,NBA,56,55,30.8,3.6,9.5,1.6,3.7,2.1,5.8,0.8,1.1,1.2,3,4.2,3.4,1.1,0.4,1.5,3.3,10.1,0.383,0.426,0.356,0.492,0.75,0.509,3.5,56,55,1727,11.3,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1,12.9,16.1,107,106,1.7,1.8,3.5,0.096,0.5,0.3,0.8,1.2
147,Solomon Hill,2014-15,23,IND,NBA,82,78,29,3.1,7.7,2.2,5.2,0.8,2.5,1.9,2.4,0.9,3,3.8,2.2,0.8,0.2,1.4,2.2,8.9,0.396,0.43,0.327,0.45,0.824,0.507,3.5,82,78,2381,10.2,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,101,105,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1
148,Jonas Jerebko,2014-15,27,TOT,NBA,75,0,16.4,2.3,5.1,1.5,3.2,0.7,1.9,0.7,0.9,1.2,2.5,3.8,0.9,0.6,0.2,0.6,1.8,6,0.446,0.481,0.386,0.517,0.848,0.549,3.5,75,0,1230,15,0.369,0.174,8,17.2,12.5,9,1.9,1.1,9.7,16.2,114,105,2,1.4,3.5,0.135,0.5,0.4,0.9,0.9
149,Victor Oladipo,2014-15,22,ORL,NBA,72,71,35.7,6.6,15.1,5.4,11.6,1.2,3.4,3.6,4.4,0.7,3.5,4.2,4.1,1.7,0.3,2.8,2.6,17.9,0.436,0.464,0.339,0.474,0.819,0.527,3.5,72,71,2573,15.9,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,101,108,1.5,2,3.5,0.065,0.5,-0.5,0,1.3
150,Dwyane Wade,2014-15,33,MIA,NBA,62,62,31.8,8.2,17.5,7.7,15.8,0.5,1.6,4.6,6,0.9,2.6,3.5,4.8,1.2,0.3,3.4,1.7,21.5,0.47,0.489,0.284,0.483,0.768,0.534,3.5,62,62,1971,21.4,0.094,0.341,3.6,9.6,6.7,32.1,2,0.9,14.4,34.7,102,108,2.1,1.4,3.5,0.086,2.4,-1.2,1.2,1.6
151,D.J. Augustin,2014-15,27,TOT,NBA,82,14,24,3.1,7.9,2.1,4.9,1,3,2.2,2.5,0.2,1.7,2,4.3,0.6,0,1.8,1.1,9.5,0.399,0.436,0.337,0.463,0.868,0.527,3.4,82,14,1964,13.9,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,107,110,2.5,0.9,3.4,0.083,0.2,-2.7,-2.5,-0.3
152,Tyler Hansbrough,2014-15,29,TOR,NBA,74,8,14.3,1.2,2.2,1.1,2.1,0,0.1,1.3,1.9,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,0.521,0.538,0.143,0.524,0.698,0.597,3.4,74,8,1058,13.3,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,132,107,2.6,0.9,3.4,0.156,0.1,-0.5,-0.5,0.4
153,Jrue Holiday,2014-15,24,NOP,NBA,40,37,32.6,6,13.4,4.7,10,1.3,3.4,1.6,1.9,0.8,2.6,3.4,6.9,1.6,0.6,2.3,2.8,14.8,0.446,0.469,0.378,0.493,0.855,0.522,3.4,40,37,1303,18.8,0.253,0.142,2.8,9,5.9,34.9,2.5,1.3,13.8,23.1,109,107,2.3,1.1,3.4,0.124,3,-0.7,2.3,1.4
154,Alex Len,2014-15,21,PHO,NBA,69,44,22,2.6,5.1,2.6,5.1,0,0,1.1,1.5,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3,0.507,0.509,0.333,0.508,0.702,0.542,3.4,69,44,1518,13.5,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,107,103,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4
155,Al-Farouq Aminu,2014-15,24,DAL,NBA,74,3,18.5,2,4.8,1.5,3.1,0.5,1.7,1.1,1.6,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,0.412,0.485,0.274,0.459,0.712,0.504,3.3,74,3,1366,14.4,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,107,102,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5
156,Aaron Brooks,2014-15,30,CHI,NBA,82,21,23,4.2,10,2.7,6.1,1.5,3.8,1.8,2.1,0.4,1.6,2,3.2,0.7,0.2,1.9,2.3,11.6,0.421,0.442,0.387,0.495,0.833,0.534,3.3,82,21,1885,14.4,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,103,107,1.7,1.5,3.3,0.083,1,-2.4,-1.4,0.3
157,Brandon Jennings,2014-15,25,DET,NBA,41,41,28.6,5.3,13.2,3.5,8.1,1.9,5.1,2.9,3.5,0.5,2,2.5,6.6,1.1,0.1,2.2,1.6,15.4,0.401,0.428,0.36,0.471,0.839,0.522,3.3,41,41,1173,19.7,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,110,109,2.6,0.7,3.3,0.136,4.3,-2.5,1.8,1.1
158,Chris Kaman,2014-15,32,POR,NBA,74,13,18.9,3.8,7.4,3.8,7.4,0,0,1,1.4,2,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,0.515,0.515,,0.515,0.706,0.537,3.3,74,13,1398,17.3,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,103,101,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2
159,Kosta Koufos,2014-15,25,MEM,NBA,81,3,16.6,2.2,4.4,2.2,4.4,0,0,0.7,1,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2,0.508,0.508,,0.508,0.647,0.53,3.3,81,3,1348,14.2,0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,103,99,0.8,2.5,3.3,0.118,-3.4,1.9,-1.5,0.2
160,Shaun Livingston,2014-15,29,GSW,NBA,78,2,18.8,2.5,5.1,2.5,5.1,0,0,0.8,1.2,0.6,1.8,2.3,3.3,0.6,0.3,1.3,1.4,5.9,0.5,0.503,0,0.5,0.714,0.529,3.3,78,2,1468,12.9,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,107,104,1.5,1.8,3.3,0.107,-2.1,0.4,-1.7,0.1
161,Alexis Ajinca,2014-15,26,NOP,NBA,68,8,14.1,2.7,4.8,2.7,4.8,0,0,1.2,1.5,1.5,3.1,4.6,0.7,0.3,0.8,1,2.2,6.5,0.55,0.55,,0.55,0.818,0.595,3.2,68,8,957,19.9,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,113,103,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5
162,David Lee,2014-15,31,GSW,NBA,49,4,18.4,3.3,6.4,3.3,6.3,0,0,1.4,2.1,1.7,3.6,5.2,1.7,0.6,0.5,1,1.7,7.9,0.511,0.514,0,0.511,0.654,0.541,3.2,49,4,904,17.8,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,112,100,1.6,1.6,3.2,0.168,-0.6,2,1.4,0.8
163,Tarik Black,2014-15,23,TOT,NBA,63,39,19,2.5,4.3,2.5,4.3,0,0,1,1.9,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6,0.575,0.577,0,0.575,0.551,0.583,3.1,63,39,1196,14.7,0.004,0.432,12.8,21.4,17,5.6,0.8,1.6,12.9,13.8,118,108,2.2,0.9,3.1,0.124,-1,-0.6,-1.6,0.1
164,Corey Brewer,2014-15,28,TOT,NBA,80,17,26.1,4.3,10.1,3.5,7.1,0.8,2.9,2.1,2.8,1,2.7,3.7,2.2,1.4,0.2,1.6,2.2,11.5,0.426,0.491,0.268,0.465,0.743,0.507,3.1,80,17,2087,13.9,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,101,106,1,2.1,3.1,0.071,-0.8,-0.3,-1.1,0.5
165,Jodie Meeks,2014-15,27,DET,NBA,60,0,24.4,3.7,8.9,2.5,5.4,1.2,3.5,2.4,2.7,0.2,1.5,1.7,1.3,1,0.1,1,1.3,11.1,0.416,0.46,0.349,0.485,0.906,0.548,3.1,60,0,1462,14.1,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,110,109,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4
166,Thaddeus Young,2014-15,26,TOT,NBA,76,68,32,5.9,12.7,5.4,11.2,0.5,1.5,1.7,2.6,1.7,3.7,5.4,2.3,1.6,0.3,1.5,2.3,14.1,0.466,0.484,0.33,0.486,0.655,0.507,3.1,76,68,2434,15.7,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10,21.5,102,109,1.6,1.4,3.1,0.061,0.2,-0.3,-0.1,1.2
167,Nene Hilario,2014-15,32,WAS,NBA,67,58,25.3,4.6,9,4.6,8.9,0,0.1,1.8,3,1.3,3.9,5.1,1.8,1,0.3,1.9,2.7,11,0.511,0.513,0.2,0.512,0.604,0.534,3,67,58,1693,14.3,0.008,0.336,5.7,17,11.5,12,2,1,15.2,21.8,100,102,0.5,2.5,3,0.086,-1.9,1.3,-0.6,0.6
168,Terrence Jones,2014-15,23,HOU,NBA,33,24,26.9,4.8,9.1,4.4,7.9,0.4,1.1,1.7,2.8,2.4,4.3,6.7,1.1,0.5,1.8,1.1,2.4,11.7,0.528,0.553,0.351,0.55,0.606,0.567,3,33,24,889,18.3,0.124,0.314,9.7,17.6,13.7,6.9,1,5.2,9.8,18.4,114,102,1.7,1.3,3,0.16,-0.6,1.9,1.3,0.7
169,Carmelo Anthony,2014-15,30,NYK,NBA,40,40,35.7,9,20.2,7.4,15.7,1.5,4.5,4.7,5.9,1.8,4.8,6.6,3.1,1,0.4,2.2,2.2,24.2,0.444,0.474,0.341,0.482,0.797,0.531,2.9,40,40,1428,21.5,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,106,110,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2
170,Marco Belinelli,2014-15,28,SAS,NBA,62,9,22.4,3.2,7.6,1.8,3.9,1.4,3.7,1.4,1.6,0.4,2.1,2.5,1.5,0.5,0,1,1.4,9.2,0.423,0.471,0.374,0.515,0.848,0.553,2.9,62,9,1388,12.4,0.489,0.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,107,106,1.5,1.4,2.9,0.1,0.6,-1.1,-0.5,0.5
171,Eric Gordon,2014-15,26,NOP,NBA,61,60,33.1,4.7,11.4,2.4,6.2,2.3,5.2,1.8,2.2,0.5,2.1,2.6,3.8,0.8,0.2,2,2.4,13.4,0.411,0.38,0.448,0.512,0.805,0.544,2.9,61,60,2018,12.7,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14,19.8,106,111,2.2,0.7,2.9,0.069,1.4,-2,-0.6,0.7
172,Quincy Pondexter,2014-15,26,TOT,NBA,75,30,23.9,2.5,6,1.3,2.7,1.2,3.3,0.9,1.3,0.7,1.9,2.6,1.3,0.3,0.3,0.7,2,7.2,0.421,0.478,0.373,0.522,0.74,0.55,2.9,75,30,1793,9.9,0.546,0.215,3.4,9,6.2,7.7,0.6,1,9.4,13.8,112,110,2.1,0.8,2.9,0.078,0.5,-1.1,-0.7,0.6
173,Marcus Smart,2014-15,20,BOS,NBA,67,38,27,2.6,7.1,1.3,3.1,1.4,4.1,1.2,1.9,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8,0.367,0.41,0.335,0.462,0.646,0.491,2.9,67,38,1808,11,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,101,104,0.7,2.2,2.9,0.077,-0.1,1.3,1.1,1.4
174,Lavoy Allen,2014-15,25,IND,NBA,63,0,17,2.2,4.7,2.2,4.7,0,0,0.5,0.7,2,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5,0.472,0.472,,0.472,0.702,0.493,2.8,63,0,1070,14.9,0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,109,102,1.3,1.6,2.8,0.127,-1.4,2.2,0.8,0.8
175,Leandro Barbosa,2014-15,32,GSW,NBA,66,1,14.9,2.8,5.8,2.1,4.2,0.7,1.7,0.9,1.1,0.3,1,1.4,1.5,0.6,0.1,0.7,1.3,7.1,0.474,0.511,0.384,0.53,0.784,0.558,2.8,66,1,982,15.3,0.29,0.192,2.6,7.2,5,14.9,2,0.6,9.5,20.5,111,104,1.6,1.2,2.8,0.137,0.4,-1.2,-0.8,0.3
176,Kentavious Caldwell-Pope,2014-15,21,DET,NBA,82,82,31.5,4.8,11.9,2.9,6.4,1.9,5.4,1.3,1.9,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2,12.7,0.401,0.449,0.345,0.48,0.696,0.501,2.8,82,82,2587,11.2,0.457,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,101,109,1.1,1.8,2.8,0.052,-0.2,-0.9,-1,0.6
177,Mario Chalmers,2014-15,28,MIA,NBA,80,37,29.6,3.3,8.3,2.4,5.2,0.9,3.1,2.6,3.3,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,0.403,0.467,0.294,0.458,0.774,0.521,2.8,80,37,2368,11.7,0.374,0.401,1.2,9,5.2,21,2.7,0.4,18.2,18.9,100,107,0.8,2,2.8,0.056,-0.6,-0.4,-1,0.6
178,Carl Landry,2014-15,31,SAC,NBA,70,15,17,2.7,5.3,2.7,5.3,0,0,1.8,2.1,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2,0.515,0.515,,0.515,0.82,0.578,2.8,70,15,1192,14.9,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,115,111,2.3,0.5,2.8,0.112,-1,-2.6,-3.6,-0.5
179,Meyers Leonard,2014-15,22,POR,NBA,55,7,15.4,2.3,4.5,1.4,2.4,0.9,2,0.5,0.6,0.8,3.7,4.5,0.6,0.2,0.3,0.7,2.1,5.9,0.51,0.586,0.42,0.606,0.938,0.631,2.8,55,7,847,14.8,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,117,102,1.6,1.2,2.8,0.158,0.1,0,0.2,0.5
180,O.J. Mayo,2014-15,27,MIL,NBA,71,15,23.9,4.2,9.9,2.8,6,1.4,3.9,1.6,2,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,0.422,0.465,0.357,0.493,0.827,0.529,2.8,71,15,1697,13.5,0.395,0.198,2,10.5,6.3,19.4,1.7,0.9,14.4,23.6,101,105,0.9,1.9,2.8,0.079,0,-1.3,-1.3,0.3
181,Greivis Vasquez,2014-15,28,TOR,NBA,82,29,24.3,3.6,8.8,2,4.6,1.6,4.3,0.6,0.8,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5,0.408,0.436,0.379,0.5,0.758,0.514,2.8,82,29,1991,12.6,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,105,110,1.9,0.9,2.8,0.066,1,-2.1,-1.1,0.4
182,Alan Anderson,2014-15,32,BRK,NBA,74,19,23.6,2.6,5.9,1.6,3.1,1,2.8,1.1,1.4,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2,7.4,0.443,0.53,0.348,0.526,0.812,0.563,2.7,74,19,1744,10.6,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,109,109,1.7,1.1,2.7,0.075,0,-0.5,-0.5,0.6
